log_q,log_p,log_y,share,log_hhsize,log_driver,log_hhr_age,total_wrkr,publictransit_d,cl5_smtown_d,cl5_suburban_d,cl5_secondcity_d,cl5_urban_d,popdensity_d2,popdensity_d3,popdensity_d4,popdensity_d5,popdensity_d6,popdensity_d7,popdensity_d8,state_fips,distance_oil1000
7.2198896,0.13310556,11.407565,0.017342938,1.3862944,0.6931472,3.8286414,2,1,0,1,0,0,0,0,0,1,0,0,0,13,0.8966592
7.1756625,0.13302353,11.119883,0.02212169,1.609438,1.0986123,3.988984,3,1,1,0,0,0,0,0,1,0,0,0,0,13,0.8966592
7.777335,0.13286938,10.657259,0.064116426,1.3862944,1.0986123,3.6635616,3,0,1,0,0,0,1,0,0,0,0,0,0,13,0.8966592
6.576049,0.1329441,11.407565,0.009108275,1.0986123,0.6931472,4.060443,2,1,0,1,0,0,0,1,0,0,0,0,0,13,0.8966592
7.8264384,0.13320626,10.221941,0.104111105,1.0986123,0.6931472,3.871201,1,1,0,1,0,0,1,0,0,0,0,0,0,13,0.8966592
7.630409,0.13317944,11.258033,0.030365592,1.609438,0.6931472,3.583519,1,1,1,0,0,0,0,1,0,0,0,0,0,13,0.8966592
7.5033517,0.1330656,11.695247,0.017269218,1.3862944,0.6931472,3.8501475,1,1,1,0,0,0,0,0,0,0,1,0,0,13,0.8966592
7.419533,0.13311891,11.407565,0.021175439,1.0986123,0.6931472,3.583519,2,1,1,0,0,0,0,0,0,1,0,0,0,13,0.8966592
7.0396175,0.13299692,10.95954,0.02266517,1.3862944,0.6931472,3.4965076,1,0,1,0,0,0,1,0,0,0,0,0,0,13,0.8966592
7.417342,0.13312852,11.695247,0.015846979,1.609438,1.0986123,3.6109178,3,1,0,1,0,0,0,0,1,0,0,0,0,13,0.8966592
7.300103,0.13295309,11.119883,0.02505138,1.3862944,1.0986123,3.6635616,2,0,0,0,1,0,0,0,0,1,0,0,0,13,0.8966592
7.820129,0.13297491,10.95954,0.049467646,1.3862944,0.6931472,3.465736,2,1,1,0,0,0,0,1,0,0,0,0,0,13,0.8966592
8.238132,0.13318309,10.532096,0.115235105,1.609438,1.0986123,3.8501475,1,1,1,0,0,0,1,0,0,0,0,0,0,13,0.8966592
7.2238684,0.13289015,11.258033,0.02021613,1.609438,1.0986123,3.5263605,3,0,0,0,1,0,0,0,0,1,0,0,0,13,0.8966592
5.686513,0.1324852,10.021271,0.014961536,1.0986123,0,3.295837,0,0,0,0,1,0,0,0,0,1,0,0,0,13,0.8966592
7.753934,0.133181,11.695247,0.022189591,1.609438,1.0986123,3.8918202,2,1,0,1,0,0,0,0,0,1,0,0,0,13,0.8966592
7.3807425,0.1331808,11.407565,0.020371031,1.609438,0.6931472,3.6635616,2,0,0,0,1,0,0,0,0,1,0,0,0,13,0.8966592
6.386502,0.13266969,10.532096,0.01808044,1.0986123,0.6931472,3.6109178,2,1,1,0,0,0,0,0,0,1,0,0,0,13,0.8966592
8.165272,0.1331688,10.95954,0.06987134,1.3862944,1.0986123,3.7612002,3,1,1,0,0,0,1,0,0,0,0,0,0,13,0.8966592
7.429505,0.13316828,11.191341,0.026551506,1.609438,1.0986123,3.713572,3,1,0,1,0,0,0,0,0,1,0,0,0,13,0.8966592
7.783842,0.13318142,11.407565,0.030484363,1.3862944,0.6931472,3.6109178,2,1,1,0,0,0,0,1,0,0,0,0,0,13,0.8966592
6.985201,0.13297856,11.119883,0.018284466,1.0986123,0.6931472,3.6109178,2,0,1,0,0,0,0,0,1,0,0,0,0,13,0.8966592
7.2615895,0.13309868,11.407565,0.018081307,1.609438,0.6931472,3.6635616,2,1,1,0,0,0,0,0,1,0,0,0,0,13,0.8966592
7.5247974,0.133212,11.191341,0.029207418,1.609438,0.6931472,3.5553482,1,1,1,0,0,0,0,0,1,0,0,0,0,13,0.8966592
7.050725,0.13306049,10.868568,0.025102615,1.3862944,0.6931472,3.7612002,2,1,1,0,0,0,0,0,0,1,0,0,0,13,0.8966592
6.325845,0.13280435,11.191341,0.008802734,1.0986123,0.6931472,3.7612002,2,1,1,0,0,0,1,0,0,0,0,0,0,13,0.8966592
8.001198,0.13333668,11.407565,0.03789141,1.0986123,0.6931472,3.637586,1,1,1,0,0,0,0,0,1,0,0,0,0,13,0.8966592
7.8403993,0.13326094,11.695247,0.024195548,1.0986123,0.6931472,3.8918202,2,1,1,0,0,0,0,0,1,0,0,0,0,13,0.8966592
7.3323393,0.13313895,11.407565,0.019407675,1.609438,0.6931472,3.4011974,1,1,1,0,0,0,0,0,0,0,1,0,0,13,0.8966592
7.7461176,0.13319415,11.695247,0.022017116,1.0986123,0.6931472,3.7612002,2,1,1,0,0,0,0,0,1,0,0,0,0,13,0.8966592
7.267339,0.13279235,11.258033,0.021112254,1.609438,1.609438,3.912023,3,1,1,0,0,0,0,1,0,0,0,0,0,13,0.8966592
7.698127,0.13321742,11.258033,0.03249435,1.3862944,0.6931472,3.5553482,1,1,0,0,1,0,0,0,1,0,0,0,0,13,0.8966592
7.0505595,0.13306163,11.695247,0.010980591,1.3862944,0.6931472,3.8286414,2,1,0,1,0,0,0,0,0,1,0,0,0,13,0.8966592
7.188698,0.13309263,11.191341,0.020867724,1.0986123,0.6931472,3.5263605,2,1,1,0,0,0,0,0,0,1,0,0,0,13,0.8966592
7.3554654,0.13312832,11.695247,0.01489614,1.0986123,0.6931472,3.4011974,2,0,1,0,0,0,1,0,0,0,0,0,0,13,0.8966592
6.4345074,0.13265978,11.695247,0.005927932,1.609438,0.6931472,3.7841897,1,1,0,1,0,0,0,0,0,1,0,0,0,13,0.8966592
6.44789,0.33677155,10.388995,0.027205555,1.3862944,0.6931472,3.2580965,1,0,0,0,1,0,0,1,0,0,0,0,0,17,1.3319257
7.992755,0.33688775,10.657259,0.09752791,1.0986123,0.6931472,3.6888795,2,0,1,0,0,0,0,0,0,0,1,0,0,17,1.3319257
7.548631,0.33685872,11.407565,0.029538076,0,0,3.871201,1,1,1,0,0,0,0,0,0,1,0,0,0,17,1.3319257
6.065778,0.3367587,11.407565,0.00670415,1.0986123,0.6931472,3.583519,1,1,0,1,0,0,0,0,0,0,0,1,0,17,1.3319257
7.950927,0.3369017,11.695247,0.03312661,1.3862944,0.6931472,3.6635616,2,1,0,1,0,0,0,0,0,1,0,0,0,17,1.3319257
6.196212,0.3368416,10.95954,0.011956423,1.609438,0.6931472,3.713572,2,1,1,0,0,0,0,0,0,1,0,0,0,17,1.3319257
6.564908,0.33680126,10.532096,0.026505921,1.3862944,0.6931472,3.2580965,2,0,1,0,0,0,0,0,0,0,0,0,0,17,1.3319257
5.2703395,0.33672363,10.768485,0.005733541,1.0986123,0,4.3694477,0,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
6.999702,0.33684605,11.191341,0.021177974,1.3862944,0.6931472,3.583519,2,0,1,0,0,0,0,0,1,0,0,0,0,17,1.3319257
7.3401647,0.3368939,11.258033,0.027848542,1.0986123,0.6931472,3.295837,2,1,0,0,1,0,0,0,0,0,1,0,0,17,1.3319257
7.2382684,0.33685735,10.95954,0.033897478,1.0986123,0.6931472,3.4339871,2,1,1,0,0,0,0,0,0,1,0,0,0,17,1.3319257
6.8806353,0.3368303,10.868568,0.025962483,1.7917595,0.6931472,3.637586,2,0,1,0,0,0,0,0,0,0,0,0,0,17,1.3319257
4.826698,0.33667254,10.021271,0.007766775,1.609438,0.6931472,3.6888795,3,0,0,0,1,0,0,0,0,0,1,0,0,17,1.3319257
6.8051267,0.33683446,11.191341,0.017433167,1.3862944,0.6931472,3.713572,2,1,0,1,0,0,0,1,0,0,0,0,0,17,1.3319257
7.2575874,0.33686018,11.258033,0.025640408,1.609438,0.6931472,3.5553482,1,1,1,0,0,0,0,1,0,0,0,0,0,17,1.3319257
6.9376936,0.33685592,11.119883,0.021379268,1.3862944,0.6931472,3.583519,1,1,0,1,0,0,0,0,1,0,0,0,0,17,1.3319257
6.2826276,0.33683693,10.532096,0.019987829,1.0986123,0.6931472,3.7841897,1,0,1,0,0,0,0,0,0,0,1,0,0,17,1.3319257
7.407856,0.33687702,11.407565,0.02565974,1.0986123,0.6931472,3.8066626,2,1,1,0,0,0,1,0,0,0,0,0,0,17,1.3319257
7.1894546,0.33686265,11.258033,0.0239517,1.7917595,0.6931472,3.4339871,2,1,0,0,1,0,0,0,0,1,0,0,0,17,1.3319257
7.3532257,0.33686912,10.95954,0.038027517,1.3862944,0.6931472,3.912023,2,1,1,0,0,0,0,0,1,0,0,0,0,17,1.3319257
7.630814,0.33685967,11.258033,0.037240453,1.609438,0.6931472,3.7612002,2,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
6.9489694,0.33686256,11.191341,0.020130685,1.3862944,1.0986123,3.7612002,2,0,1,0,0,0,0,0,1,0,0,0,0,17,1.3319257
6.8130856,0.33680195,11.258033,0.016438227,1.609438,1.3862944,3.912023,4,1,0,0,1,0,0,0,0,0,1,0,0,17,1.3319257
6.973612,0.33686486,11.258033,0.019301808,1.609438,0.6931472,3.8501475,2,1,0,1,0,0,0,0,1,0,0,0,0,17,1.3319257
7.738809,0.3370469,11.407565,0.03573199,1.3862944,0.6931472,3.713572,1,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
7.0733433,0.33685482,11.695247,0.013772946,1.7917595,0.6931472,3.871201,2,0,0,0,1,0,0,0,0,0,1,0,0,17,1.3319257
7.332159,0.33688325,10.95954,0.03723531,1.0986123,0.6931472,3.7612002,1,1,0,1,0,0,0,1,0,0,0,0,0,17,1.3319257
7.257918,0.33711702,11.695247,0.016569158,1.3862944,0.6931472,3.6888795,2,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
6.574744,0.33682698,11.407565,0.011153592,1.0986123,0.6931472,3.9318256,1,1,0,1,0,0,0,0,1,0,0,0,0,17,1.3319257
4.6388264,0.3390693,11.695247,0.001209738,1.0986123,0.6931472,3.871201,1,1,0,0,0,1,0,0,0,0,0,1,0,17,1.3319257
7.3300166,0.33681276,10.221941,0.07768352,1.3862944,1.0986123,3.583519,2,0,1,0,0,0,1,0,0,0,0,0,0,17,1.3319257
6.928466,0.3369869,10.768485,0.03010596,1.3862944,0.6931472,3.1780539,1,0,1,0,0,0,0,0,0,1,0,0,0,17,1.3319257
7.0112643,0.33686945,11.695247,0.012944127,1.3862944,0.6931472,3.6635616,2,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
7.8072414,0.33686826,11.042922,0.055088624,1.609438,1.0986123,3.988984,1,1,0,1,0,0,0,0,0,1,0,0,0,17,1.3319257
6.7241673,0.33682597,11.695247,0.009713354,1.0986123,0.6931472,3.6109178,2,1,0,1,0,0,0,0,0,1,0,0,0,17,1.3319257
6.93102,0.33683795,11.695247,0.011945637,1.609438,0.6931472,3.465736,2,1,0,1,0,0,0,0,1,0,0,0,0,17,1.3319257
8.032114,0.33688578,11.191341,0.059466515,1.609438,1.0986123,3.7612002,3,0,0,1,0,0,1,0,0,0,0,0,0,17,1.3319257
7.2495246,0.3368566,10.221941,0.07167881,1.3862944,1.0986123,3.2580965,3,0,0,0,1,0,0,0,0,0,1,0,0,17,1.3319257
6.993863,0.33683786,11.407565,0.016960574,1.3862944,0.6931472,3.713572,2,1,1,0,0,0,0,0,0,0,0,0,0,17,1.3319257
7.614717,0.33688596,11.695247,0.023667699,1.609438,0.6931472,3.637586,1,1,0,0,0,1,0,0,0,0,1,0,0,17,1.3319257
7.3765283,0.33688298,11.407565,0.024868496,1.0986123,0.6931472,3.713572,2,1,0,0,1,0,0,0,0,0,1,0,0,17,1.3319257
6.5743093,0.33680773,11.695247,0.008361395,1.3862944,0.6931472,3.637586,2,1,0,0,1,0,0,0,0,1,0,0,0,17,1.3319257
7.332143,0.3368727,11.191341,0.029530663,1.609438,1.0986123,3.5553482,1,1,0,1,0,0,1,0,0,0,0,0,0,17,1.3319257
7.0720024,0.33686435,10.868568,0.031439133,1.3862944,0.6931472,3.6635616,2,0,0,0,1,0,0,1,0,0,0,0,0,17,1.3319257
7.089148,0.33686912,11.258033,0.021665892,1.3862944,1.0986123,3.5263605,3,0,0,1,0,0,1,0,0,0,0,0,0,17,1.3319257
7.8373036,0.33717504,11.407565,0.039435603,1.609438,1.3862944,2.8903718,5,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
7.065345,0.3368034,10.868568,0.031228624,1.7917595,1.0986123,3.6109178,2,0,0,0,1,0,0,0,0,1,0,0,0,17,1.3319257
7.659969,0.33689532,11.695247,0.024763541,1.7917595,0.6931472,3.6888795,2,1,0,1,0,0,0,0,1,0,0,0,0,17,1.3319257
7.6318655,0.33682597,11.695247,0.024075624,1.3862944,0.6931472,3.912023,2,1,0,0,0,1,0,0,0,0,1,0,0,17,1.3319257
7.169817,0.33686858,11.191341,0.025105808,1.7917595,0.6931472,3.713572,1,1,0,1,0,0,0,0,0,0,0,1,0,17,1.3319257
7.359867,0.3368904,11.695247,0.018343324,1.7917595,1.3862944,3.871201,4,1,0,0,1,0,0,0,0,1,0,0,0,17,1.3319257
7.942014,0.33688545,11.258033,0.050836857,1.0986123,0.6931472,3.9318256,1,1,0,0,0,1,0,0,0,1,0,0,0,17,1.3319257
7.463267,0.3368967,11.258033,0.03149679,1.9459101,0.6931472,4.060443,0,1,1,0,0,0,1,0,0,0,0,0,0,17,1.3319257
5.476988,0.3367056,10.221941,0.012176495,1.0986123,0.6931472,3.1354942,2,0,0,0,1,0,0,0,0,1,0,0,0,17,1.3319257
6.752749,0.33688816,10.868568,0.022847097,1.0986123,0.6931472,3.4339871,1,1,0,0,0,1,0,0,0,0,0,1,0,17,1.3319257
6.5952044,0.33678323,10.868568,0.019514825,1.7917595,0.6931472,3.6635616,1,0,0,0,1,0,0,0,0,0,1,0,0,17,1.3319257
5.818323,0.33680868,10.021271,0.020939063,1.0986123,0.6931472,4.1743875,1,0,0,0,1,0,0,0,0,0,1,0,0,17,1.3319257
6.894505,0.3368652,10.532096,0.036856398,1.609438,0.6931472,2.8903718,3,1,0,1,0,0,0,0,0,0,0,1,0,17,1.3319257
7.0931797,0.33683762,11.695247,0.014048639,1.609438,1.3862944,3.912023,3,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
7.4875593,0.33685327,11.695247,0.020840975,1.3862944,1.0986123,3.465736,3,1,0,1,0,0,0,0,1,0,0,0,0,17,1.3319257
7.4433517,0.336875,10.532096,0.06380846,1.3862944,0.6931472,3.3322046,1,0,1,0,0,0,1,0,0,0,0,0,0,17,1.3319257
7.524218,0.3368898,11.119883,0.038435448,1.3862944,0.6931472,3.4339871,2,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
7.0172896,0.3368607,11.695247,0.01302224,1.3862944,0.6931472,3.583519,1,1,0,1,0,0,0,0,1,0,0,0,0,17,1.3319257
6.970219,0.33685124,11.407565,0.016564483,1.0986123,0.6931472,3.4011974,1,1,0,1,0,0,0,1,0,0,0,0,0,17,1.3319257
7.6369953,0.33689398,11.407565,0.03226811,1.7917595,0.6931472,3.713572,2,1,0,1,0,0,0,0,1,0,0,0,0,17,1.3319257
7.123417,0.33688146,10.021271,0.077229634,1.0986123,0.6931472,3.1354942,1,1,1,0,0,0,0,0,0,0,1,0,0,17,1.3319257
6.5019236,0.33682442,11.042922,0.014933118,1.0986123,0.6931472,3.871201,1,0,0,0,1,0,0,0,0,1,0,0,0,17,1.3319257
7.5544925,0.33660334,11.119883,0.03960551,1.3862944,0.6931472,3.637586,1,1,0,0,1,0,0,0,0,0,1,0,0,17,1.3319257
6.859907,0.3368799,10.868568,0.025431126,1.609438,0.6931472,3.6888795,1,1,0,1,0,0,0,1,0,0,0,0,0,17,1.3319257
6.968252,0.33685523,11.191341,0.020522479,1.3862944,0.6931472,3.465736,2,1,0,0,0,1,0,0,0,0,1,0,0,17,1.3319257
7.925018,0.33689412,11.191341,0.053427495,1.609438,0.6931472,3.6888795,2,1,1,0,0,0,0,0,1,0,0,0,0,17,1.3319257
6.846311,0.33684298,11.695247,0.010975466,1.609438,0.6931472,3.4011974,1,1,1,0,0,0,0,0,0,1,0,0,0,17,1.3319257
6.785182,0.33680543,11.042922,0.019822568,1.3862944,0.6931472,3.713572,2,0,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
6.4361234,0.3368607,10.868568,0.016646015,1.609438,0.6931472,3.6888795,1,1,0,1,0,0,0,0,0,1,0,0,0,17,1.3319257
7.050366,0.3368555,11.695247,0.0134601,1.0986123,0.6931472,3.871201,2,1,1,0,0,0,0,1,0,0,0,0,0,17,1.3319257
7.700882,0.33688265,11.042922,0.049530964,1.3862944,0.6931472,3.7612002,2,0,0,0,1,0,0,0,1,0,0,0,0,17,1.3319257
6.7910805,0.3368434,11.258033,0.016081117,1.0986123,0.6931472,3.5263605,2,1,1,0,0,0,0,0,1,0,0,0,0,17,1.3319257
7.1660404,0.33686256,11.695247,0.015110821,1.609438,0.6931472,3.7612002,2,0,0,0,1,0,0,1,0,0,0,0,0,17,1.3319257
7.3778796,0.33688307,10.768485,0.04718296,1.0986123,0.6931472,3.6888795,2,0,0,0,1,0,0,0,0,1,0,0,0,17,1.3319257
7.333516,0.33685642,11.119883,0.03176119,1.0986123,0.6931472,3.9512436,1,1,0,1,0,0,0,0,0,1,0,0,0,17,1.3319257
5.748429,0.3367897,11.695247,0.003660965,1.3862944,1.0986123,4.0253515,3,0,0,0,1,0,0,0,1,0,0,0,0,17,1.3319257
7.0428667,0.33686495,11.258033,0.020685932,1.3862944,0.6931472,3.6109178,2,1,0,1,0,0,0,0,1,0,0,0,0,17,1.3319257
6.1796203,0.33685327,11.258033,0.008725026,1.0986123,0.6931472,3.295837,1,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
6.9377513,0.33695057,11.119883,0.021382527,1.609438,1.0986123,3.8066626,3,0,0,0,1,0,0,0,0,1,0,0,0,17,1.3319257
6.4305506,0.33686885,11.695247,0.007242221,1.609438,0.6931472,3.6888795,2,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
7.971762,0.33686793,11.407565,0.04509721,1.9459101,1.609438,3.7841897,5,1,0,0,1,0,1,0,0,0,0,0,0,17,1.3319257
7.0646625,0.33687106,10.768485,0.034494642,1.3862944,0.6931472,3.8066626,2,1,0,1,0,0,0,0,0,1,0,0,0,17,1.3319257
5.3977203,0.33674875,9.769957,0.01767707,1.0986123,0,3.637586,1,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
7.311465,0.33707327,10.532096,0.05593539,1.9459101,0.6931472,3.637586,2,0,1,0,0,0,1,0,0,0,0,0,0,17,1.3319257
6.510115,0.33680543,11.695247,0.007841488,1.3862944,0.6931472,3.713572,2,1,0,1,0,0,0,1,0,0,0,0,0,17,1.3319257
7.3553257,0.3368474,11.407565,0.0243459,1.3862944,1.0986123,3.871201,3,0,0,0,1,0,0,0,0,0,1,0,0,17,1.3319257
6.3473077,0.33730447,10.768485,0.01684211,1.3862944,0.6931472,3.4011974,2,0,1,0,0,0,0,0,1,0,0,0,0,17,1.3319257
7.4840875,0.3368754,11.695247,0.020769197,1.3862944,0.6931472,3.4965076,1,1,0,0,0,1,0,0,0,1,0,0,0,17,1.3319257
5.5975976,0.3366941,11.695247,0.003148103,1.0986123,0,3.5553482,1,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
8.082894,0.33671224,11.258033,0.058517646,1.3862944,0.6931472,3.6888795,2,1,0,1,0,0,0,0,1,0,0,0,0,17,1.3319257
6.967653,0.33686748,10.657259,0.034988392,1.0986123,0.6931472,3.4011974,2,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
7.054679,0.33687183,10.95954,0.028212525,1.3862944,0.6931472,3.7612002,2,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
6.7064395,0.33684468,11.407565,0.012723805,1.0986123,0.6931472,3.8286414,2,1,0,0,0,1,0,0,0,0,0,1,0,17,1.3319257
6.769414,0.33683106,10.768485,0.025674935,1.7917595,0.6931472,3.5263605,1,1,0,0,0,1,0,0,0,1,0,0,0,17,1.3319257
6.770856,0.3368228,10.532096,0.032568254,1.3862944,0.6931472,3.6888795,2,0,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
7.0438085,0.33684552,11.695247,0.013371992,1.3862944,0.6931472,3.4339871,2,1,0,0,0,1,0,0,1,0,0,0,0,17,1.3319257
7.041338,0.33685982,11.695247,0.013339185,1.0986123,0.6931472,3.465736,2,1,0,1,0,0,0,0,0,1,0,0,0,17,1.3319257
6.2665496,0.33674875,10.221941,0.026819047,1.0986123,0.6931472,3.871201,1,0,0,1,0,0,1,0,0,0,0,0,0,17,1.3319257
6.0209074,0.33685616,10.95954,0.010033992,1.3862944,0.6931472,3.3322046,1,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
7.368317,0.33687234,11.695247,0.018498654,1.9459101,0.6931472,3.6109178,1,0,0,0,1,0,0,0,0,1,0,0,0,17,1.3319257
6.2835674,0.3368457,11.407565,0.008336167,1.3862944,0.6931472,3.3322046,2,1,0,0,1,0,0,0,0,0,1,0,0,17,1.3319257
6.8581986,0.33682775,11.695247,0.011106543,1.3862944,0.6931472,3.713572,2,0,0,0,1,0,1,0,0,0,0,0,0,17,1.3319257
6.7985363,0.33683753,10.95954,0.021836631,1.3862944,0.6931472,3.8286414,2,0,0,1,0,0,0,0,0,1,0,0,0,17,1.3319257
8.568913,0.33655548,11.695247,0.061434872,1.3862944,1.0986123,3.9702919,2,1,1,0,0,0,0,1,0,0,0,0,0,17,1.3319257
8.375629,0.3368916,11.695247,0.05065456,1.609438,1.3862944,3.871201,4,1,0,1,0,0,0,0,1,0,0,0,0,17,1.3319257
5.7313666,0.33673114,11.042922,0.006909735,2.0794415,1.0986123,4.477337,2,1,1,0,0,0,1,0,0,0,0,0,0,17,1.3319257
6.3413224,0.3368543,10.532096,0.02119649,1.3862944,0.6931472,3.912023,1,1,0,0,0,1,0,0,0,0,0,1,0,17,1.3319257
6.3864865,0.33685794,11.695247,0.00692995,1.3862944,0.6931472,3.4965076,2,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
7.0264397,0.3368582,11.258033,0.020348763,1.3862944,0.6931472,3.6109178,2,0,0,0,1,0,0,0,1,0,0,0,0,17,1.3319257
7.540524,0.33687812,11.695247,0.02197511,1.7917595,0.6931472,3.637586,2,1,0,1,0,0,0,0,0,1,0,0,0,17,1.3319257
6.823974,0.33683488,11.695247,0.010732936,1.3862944,0.6931472,3.6109178,2,1,0,0,0,1,0,0,0,0,1,0,0,17,1.3319257
7.100505,0.3368554,11.407565,0.018869571,1.609438,1.0986123,3.7612002,2,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
7.7125998,0.33687624,10.221941,0.11389651,1.3862944,1.0986123,3.713572,3,0,0,0,1,0,0,0,0,0,0,1,0,17,1.3319257
6.838346,0.3367965,10.868568,0.024886593,1.0986123,0.6931472,3.7612002,2,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
7.7707753,0.33689353,10.657259,0.07811365,1.3862944,0.6931472,3.583519,2,0,1,0,0,0,0,0,0,0,1,0,0,17,1.3319257
6.646547,0.33683437,10.021271,0.04793595,1.0986123,0.6931472,3.5263605,2,1,0,0,0,1,0,0,0,0,0,1,0,17,1.3319257
6.5057564,0.33680928,11.695247,0.007807415,1.609438,0.6931472,3.5553482,2,1,0,0,0,1,0,0,0,0,0,1,0,17,1.3319257
6.3997116,0.33681822,11.407565,0.009362574,1.609438,1.0986123,3.6635616,3,1,0,0,1,0,0,0,0,1,0,0,0,17,1.3319257
7.3265543,0.33687344,11.695247,0.01774202,1.0986123,0.6931472,3.7841897,2,1,1,0,0,0,0,0,1,0,0,0,0,17,1.3319257
6.544706,0.3368124,10.95954,0.016940942,1.3862944,0.6931472,3.4011974,2,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
7.240034,0.33686358,11.695247,0.01627135,1.0986123,0.6931472,3.9318256,2,1,0,0,0,1,0,0,0,0,0,1,0,17,1.3319257
7.593646,0.3368857,10.532096,0.074157484,1.0986123,0.6931472,3.465736,2,0,1,0,0,0,0,0,0,1,0,0,0,17,1.3319257
6.666254,0.33683175,11.042922,0.017600358,1.3862944,0.6931472,3.7612002,2,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
6.6333933,0.33673954,10.868568,0.0202736,1.3862944,0.6931472,3.6635616,2,1,1,0,0,0,0,0,0,1,0,0,0,17,1.3319257
6.867716,0.33684808,10.868568,0.025629677,1.3862944,0.6931472,3.6109178,2,1,1,0,0,0,0,0,0,1,0,0,0,17,1.3319257
6.8432455,0.33684078,10.768485,0.027642563,1.609438,0.6931472,3.637586,1,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
5.87236,0.33682033,10.95954,0.008648582,1.3862944,0.6931472,3.583519,1,1,0,1,0,0,0,0,0,1,0,0,0,17,1.3319257
7.61267,0.33688816,10.532096,0.07558192,1.609438,0.6931472,3.5553482,2,0,1,0,0,0,1,0,0,0,0,0,0,17,1.3319257
6.7166605,0.33678347,10.388995,0.035594955,1.0986123,0.6931472,3.5553482,2,1,1,0,0,0,0,0,0,0,0,0,0,17,1.3319257
6.901895,0.33685446,10.868568,0.026520992,1.0986123,0.6931472,3.871201,2,1,1,0,0,0,0,0,0,0,1,0,0,17,1.3319257
7.3454423,0.33688477,11.695247,0.01808052,1.3862944,0.6931472,3.7376697,1,1,0,0,0,1,0,0,0,0,0,1,0,17,1.3319257
6.809188,0.33681276,10.388995,0.03904679,1.3862944,0.6931472,3.4011974,1,1,0,1,0,0,0,1,0,0,0,0,0,17,1.3319257
7.057154,0.33686903,11.695247,0.013551965,1.609438,1.0986123,3.8286414,2,1,0,1,0,0,0,0,0,1,0,0,0,17,1.3319257
6.9533653,0.33686793,11.695247,0.01221594,1.3862944,1.0986123,3.7376697,1,1,1,0,0,0,1,0,0,0,0,0,0,17,1.3319257
6.9971366,0.3368605,10.95954,0.026634628,1.3862944,0.6931472,3.6635616,2,1,0,1,0,0,0,0,1,0,0,0,0,17,1.3319257
7.4924493,0.33686885,11.258033,0.03242859,1.3862944,0.6931472,3.5263605,2,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
7.16629,0.33685482,11.695247,0.015114478,1.3862944,1.0986123,3.7612002,3,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
6.3680944,0.3367947,10.388995,0.02511961,1.3862944,0.6931472,3.3672957,2,0,0,0,1,0,0,0,0,1,0,0,0,17,1.3319257
7.7695975,0.3368944,10.868568,0.06316049,1.609438,0.6931472,3.5263605,3,0,0,1,0,0,0,1,0,0,0,0,0,17,1.3319257
7.535303,0.33688793,11.695247,0.021860892,1.0986123,0.6931472,3.4339871,2,1,0,0,0,1,0,0,0,0,1,0,0,17,1.3319257
5.213589,0.33676645,10.768485,0.005417453,1.0986123,0,3.8286414,1,1,0,1,0,0,0,0,0,1,0,0,0,17,1.3319257
5.7053623,0.3368486,11.695247,0.003506853,1.3862944,0.6931472,3.713572,2,1,0,1,0,0,0,0,0,1,0,0,0,17,1.3319257
7.109738,0.33734888,11.695247,0.014290497,1.0986123,0.6931472,3.465736,1,1,0,0,0,1,0,0,0,0,0,1,0,17,1.3319257
7.4429746,0.33687404,10.95954,0.041598473,1.0986123,0.6931472,3.465736,2,0,0,1,0,0,0,0,0,1,0,0,0,17,1.3319257
6.8121815,0.3368371,11.407565,0.014142849,1.609438,1.3862944,3.8286414,2,1,0,1,0,0,0,0,0,0,1,0,0,17,1.3319257
6.452018,0.3367952,11.407565,0.009865102,1.609438,1.0986123,3.7376697,2,1,0,0,0,1,0,0,0,0,1,0,0,17,1.3319257
